id_site,R2M_R11A_F_A_01,R2M_R11A_F_A_02,R2M_R11A_F_A_03,R2A_R11G_F_A_01,R2A_R11G_F_A_02,R2A_R11G_F_A_03,R2M_GFPA_C_A_01,R2M_GFPA_C_A_02,R2M_GFPA_C_A_03,R2A_R11G_C_A_01,R2A_R11G_C_A_02,R2A_R11G_C_A_03,R2M_GFPA_F_A_01,R2M_GFPA_F_A_02,R2M_GFPA_F_A_03,cl_name
ITSN2_S867,4.407057337851201,4.0021448719370465,5.078859383349723,4.745118395237885,4.241272947399031,3.904971858885314,4.651240085926554,5.715004141894186,5.8609006125711405,4.102817682234786,3.0005962751741917,4.867650056487295,2.0790811788720616,3.4711333785490517,1.5420032360508698,RE_profile
ITSN2_S872,2.1711364293876145,3.928837495346346,4.385973540953865,6.25342584259937,6.006291578782832,6.614130243588807,3.949359625462047,5.715004141894186,5.8609006125711405,4.0196529074456855,2.995275301062977,4.6113087819233884,5.377832501237335,5.327267674544438,2.7564231980672504,NA
SRCIN1_S775,6.043869229811462,5.78352852880462,6.2139672137010376,5.842031535303811,5.739080035828828,2.1337343636872097,5.876841686643466,6.282393036755415,1.6914194748249463,5.166560135256531,4.112578892003589,5.471855346721153,2.5172594135379285,-0.3055066259148518,2.230810242504251,RE_profile
IQSEC1_S498,5.001280501305313,4.130465385018544,2.408666036660947,5.978661852849615,5.758374862394999,5.7422873623806145,4.239446066650098,2.778181191953898,3.465804210725615,5.606637238595162,5.212402138763987,5.6526663131045165,5.438173120624917,5.752662883484218,5.706782846598171,NA
RBM15_S626,6.712027762808512,6.267669034673355,6.974515502096911,5.583515267455418,5.221400813437006,6.122638661583742,6.375096587231695,6.883555610522274,2.8908258743520108,6.3976232638938235,4.071252216738223,6.519110315363429,2.7553991138012783,3.272323574610094,4.616333290963209,RAB11_profile
RBM15_S630,6.712027762808512,6.267669034673355,6.974515502096911,5.583515267455418,3.894970449002095,6.122638661583742,6.375096587231695,6.883555610522274,5.130015575753125,6.3976232638938235,3.5680939368610565,6.519110315363429,-1.2981389080043204,2.0932147107514667,1.0711801943542683,RAB11_profile
RBM15_S612,7.444366660208065,4.064924021235381,7.442017641483968,6.85669932281732,5.113375246632371,6.665965528189267,7.236668055369313,7.191542026344756,7.261173141979928,1.6230181474414134,6.685720608403257,6.899632618286574,1.5297679518795522,1.025956141580894,4.595869560060444,RAB11_profile
MTSS1L_S455,4.609593088186991,4.065423737379911,3.9979129978119015,5.146109694410784,4.218048578747365,4.725629163427289,5.453445110382819,5.615406634291867,5.41153809321305,3.207521338117019,3.4793322056395333,0.8026985739393844,1.9588894184272956,3.757014918061491,4.024904189884033,RE_profile
OTUD5_S479,4.872543304193133,5.953886393070968,5.781637852215878,0.3704892121548209,2.296181514026312,3.5940762501162813,6.034892913378197,5.8075213103078,6.022155597410358,2.9125613980317255,2.492943782766335,3.047753723139546,0.47156361458309526,-0.8604457575760192,3.0614795450146524,RAB11_profile
OTUD5_S141,4.393795993193999,3.325899448627561,3.9894926733826335,6.86187956548912,6.640164138763107,3.8774122759386462,3.188095597938888,4.851510419131344,5.312787295786589,5.027362539564866,4.420072802737842,5.367089981450557,1.0634690189773979,1.637627233102887,4.393420676318261,RE_profile
OTUD5_S153,4.770884696905146,4.482293667269859,4.738028545780198,6.729549460022532,6.535363419158749,4.7780792772885485,2.656573261999256,4.519005412436625,4.254224274879762,3.360354537647538,4.4346363914388975,4.755988085429869,4.602358844947721,3.5368034427185027,2.272389200916531,RE_profile
DGKH_S44,6.479143152197518,6.1447304429600225,5.215291498514775,4.489656862621581,3.8953737614689414,4.583769757428173,5.828574634868882,6.315936878036606,6.271350933652867,6.061289497632112,-1.0730172440975805,6.050965447626473,2.460868975142379,0.22914026096027218,0.4395085525634945,RAB11_profile
HNF1B_S49,4.633278817418122,4.4125380008583655,4.846999405351973,5.8755145391675905,5.772408181547717,5.935389753143918,4.116885090967771,5.161997581358173,2.5852373763201557,5.896376454498551,4.816057190868254,5.53687719988701,5.39237887526778,3.1677647546455816,-2.6900953317824587,NA
LPP_S587,5.768266117147337,5.8212979559956715,3.8564581523873462,5.96510103657035,5.924268389631659,5.6975469763595745,5.7858475952553166,4.57886856321888,5.939355328196501,4.2141811890054495,2.3490406561055215,3.956951817580234,4.4073458331384145,2.555583085908192,5.002883753435162,RE_profile
ARHGEF18_S1049,5.735918863715153,5.795724826543627,6.042253123038718,5.808568255270637,5.836528210540208,6.022707022333459,6.161060949255302,5.876552253236532,6.1035438047613875,5.124106728710072,2.033630349418982,2.9255078592990675,1.1893784947024733,4.672479401216773,0.5545097526856955,RE_profile
PEG10_S355,2.9345534806226254,5.566020703122433,5.714266325840652,5.884578651151608,5.889937205291706,5.662057660467425,5.390680637776076,5.467633824013672,5.316268200225845,2.9987356743436893,4.792570446851653,4.669853102344205,1.7247781331564744,3.9225017823147312,1.0419011465392471,RE_profile
TJP1_S1617,3.2676354038883804,4.091685526899786,3.8986975694557375,6.45238120473374,3.6983365684985325,6.448785595258394,6.439279194537276,6.712630960814692,6.87367465760535,4.983306450837066,1.2431973018589408,3.301318350082116,3.0300012451976635,1.8503079969502965,4.073482965116202,RE_profile
SLC4A1AP_S28,6.925673912176498,6.602158613242396,6.800983623596438,6.875032176006789,6.734773199682466,6.823876482360077,6.982474732304425,7.003739852522853,6.032452319680943,4.248536569575963,3.4615385061802773,5.31959132619956,3.2401266942335125,0.9504844383262991,2.0500503058741475,RE_profile
UTY_S129,6.7595894519798145,6.725823535445239,6.343243328507046,7.074466854423097,7.094724021808134,7.505346953869534,6.8148418752940705,6.749290307366732,2.9531104459966446,7.187600937470331,7.170370815029709,7.065107020382305,6.987520288201347,7.242822402126739,7.166749368303412,NA
UTY_S130,6.7595894519798145,6.725823535445239,6.343243328507046,7.074466854423097,7.094724021808134,7.505346953869534,6.8148418752940705,6.749290307366732,3.228785698494258,7.187600937470331,7.170370815029709,7.065107020382305,6.987520288201347,7.242822402126739,7.166749368303412,NA
MID1_S96,6.17761642060331,5.65770501655651,6.305487407823378,6.033515926647975,3.151598304997961,5.967036557560053,6.1032193793193095,6.3471199232079885,5.2250487763195705,4.618395977870238,6.162626020548358,6.4415938263392745,2.5081453386059023,-0.21963747308692572,-0.6442425242754171,NA
WDR20_S465,5.7674776613888,6.032461349417462,6.216728949074098,5.517126537396879,5.152788193241945,5.8461218753880155,4.541843456341786,5.882122827378778,6.104316333162608,6.644409323464191,3.0394618128341424,6.063045464122288,2.8349047682999737,1.1018307040538589,4.109990228029312,RAB11_profile
GPS1_S448,6.614940954895614,6.660023632841459,6.896650960927649,4.829502453794781,4.2109439468845835,4.962408433510286,6.074634142856201,6.639792974373884,4.7310734364012035,3.3842803362613187,3.0901516780646157,3.0793537060893765,6.553668933457462,6.466428916203589,6.4447655324606865,RAB11_profile
FAM21C_S1054,3.341333957921012,3.735775588946219,4.763383394251319,5.906937224455873,5.098346273183795,6.096062057559323,4.149575126578558,2.765839822329136,4.170749423630954,2.821791871436793,1.5506992017099477,3.36379303784501,3.112747592033987,3.595474412784197,3.059143796102744,RE_profile
KSR1_S282,5.78857898983895,5.858680044106282,6.080262252074544,5.3745528062440275,2.7567046660336842,3.253805645369264,5.782433177543256,5.6862390997045145,2.579005152423417,4.030108225843373,3.2952029787900976,3.7284107451893362,2.112780663127018,4.0854945735950965,2.746904154422345,RAB11_profile
MADD_S813,5.702320340561464,5.528113820296176,6.072418358229119,5.644467322136949,5.311480339950518,4.971200939749236,5.533793593196505,6.0025470825538525,5.307781795856856,2.7191646178980102,5.079801571767712,4.88569362766456,4.397043395508787,2.071413424640591,2.5723478607620103,RAB11_profile
CDC42BPA_S1618,6.038316422679832,5.8769432191431585,6.1523345302270425,6.134571746479977,5.997478577532266,5.549892417206363,5.9090590400816305,6.034669384750856,5.634318018082705,5.687794650419831,5.54761727729792,2.3949921852152793,3.703756102844561,1.5204694621134376,4.456628782952565,RE_profile
NOLC1_S632,6.881905384051689,6.98963675641348,7.251234030508077,6.8860618981769255,6.216806719396413,6.5112075346063465,6.517529226127567,6.977422034770603,4.687605040547733,7.374266005690703,7.487544070978326,7.20382241042447,-0.0035439784302306876,5.054822147677422,3.1976356986846923,RAB11_profile
NOLC1_S707,2.7051254105924025,5.208607800823559,4.313922003607035,6.750407998510361,6.801004885256147,6.73077925577488,4.966879358478739,1.6180294364281163,3.9715520457630547,6.602294878683153,4.148453302136763,6.510142385018234,3.186544432101087,2.1034494358769336,1.1275595200205681,NA
SMARCA1_S119,5.194897438134058,4.839000383463433,5.794968354464042,3.26088711149661,4.841336630897705,3.9949590419531433,4.4076290629296935,5.527513154293236,5.402486206060957,4.16759765676659,3.7291721464152108,2.793604710884442,3.895277570117658,1.555699657844813,3.3863860612464687,RAB11_profile
SDCCAG3_S193,2.907988696185365,4.666222630660537,5.236835432384218,6.364564568718235,6.350309874535767,6.185413571369389,4.513279081396524,0.9842900210005503,3.4771281327152908,4.6904941334389045,5.246188364624399,5.264290271136617,1.0070998780961364,0.2866488244109773,1.0088842750616243,RE_profile
RGL3_S569,6.450559628491524,6.262338975301444,6.192387419763752,6.198415716038441,6.681197267793359,4.696801728788567,6.153872166785589,6.229670444852885,3.9892700607366134,5.282899074975417,2.6797751087638573,3.1485648513713174,4.656509296413782,4.146700956663176,0.6634023183162903,RE_profile
RGL3_S573,6.450559628491524,6.262338975301444,6.192387419763752,6.198415716038441,6.681197267793359,3.428020030486608,6.153872166785589,6.229670444852885,2.3938309930186943,0.30182442603909454,4.104944080850946,4.794784209660345,0.7646978662952071,3.305568894726254,5.156034004836464,RE_profile
TNIP1_S442,3.7963522153161673,4.966666376441563,5.063973555385353,6.049569645000396,6.609738052646973,6.466343064673794,4.263159646774694,5.279175532238275,3.346687571251266,3.468474079513415,3.910409225601635,3.8469217333908987,3.7280304476631234,0.7434770672555437,4.092302056188104,RE_profile
MBD1_S198,5.6021947183261505,5.904167440518633,6.0814607998967665,5.009643801993726,5.248608569740809,4.5068427216375735,5.751933177031986,5.8914521497998384,5.439244132650566,1.8746038185517095,2.663757387336895,4.6334695909782075,2.7740496529087766,5.160583618484946,5.530358401047675,RAB11_profile
GPSM1_S471,5.743577279851488,5.619109117859101,5.986597246775168,4.9959399558521085,5.051649893271902,4.326456698530885,4.554399082785508,5.292763268844141,5.178648284438617,4.562463270973416,3.014051176221634,2.522979930773418,1.0952195511646474,2.754413775599841,4.800597088546645,RAB11_profile
LOC102724428_S575,6.209010331932283,4.315157548433192,6.427927886964655,5.146202282485844,4.81005042102232,5.167992747914042,6.0237321089262705,6.30464353865479,3.1921159449576972,1.6080220132913179,3.315236543794935,4.584161436484338,3.551699251329434,4.0798459506617855,3.6780080960856036,RAB11_profile
MLXIPL_S520,5.781552762376515,3.7017009607387665,6.250996952330121,5.939263684647663,5.773026790754103,5.925171113219128,4.753226307573468,4.596073123408922,2.124287945752668,4.782222071402852,3.9528704516988316,4.916875505139101,3.5495809134530356,1.4440631429287842,1.6212765458089113,RE_profile
SYBU_S50,2.524395916968373,4.518146217902318,3.5642020105383687,5.891077994317067,5.9086075080155505,3.8778618523977535,0.06144705933109673,5.038097564726326,2.3839770410600605,4.906154570778563,4.6870952098967305,4.597039648652242,0.8648013032410082,3.9122936192868956,4.762650267041119,NA
THOC2_S1417,5.750188400353516,5.3355380331205104,5.908316010430159,3.341464921732447,4.902818560793221,5.0307236517667375,4.861047374961214,4.732427945951686,4.675330943920042,-0.7348834368720443,4.690612756767865,2.8447218270831836,0.8795588034206752,2.1451951494454606,5.045787255716895,RAB11_profile
PIK3C2A_S259,7.252812791609293,7.291167839005773,7.411469030199782,7.256937766064808,6.997665025800139,6.842688196101014,7.00164428744213,7.273299254631109,6.909219379508674,6.586145359799161,6.628244674418964,6.719553954262608,6.050734979723987,5.689128881228011,6.338928915072232,RAB11_profile
CHD4_S1511,6.788984623266288,6.746793044250999,6.846584710833685,3.2071561915489633,4.287503080261678,1.7343575809650122,6.285769628776019,6.629602080238421,6.5845771070072665,6.8565679808639155,6.629602080238421,7.049616114016594,6.3987472585478775,6.046964441424479,6.4467540949435165,NA
NUMBL_S265,4.180663051772447,3.755789931771041,3.63155806047614,5.420526383166038,5.43231215016371,4.771054478604481,5.631086526219064,5.531583303215889,5.758312771382425,3.278797577992115,3.991464654115339,2.415699061305646,2.406273330330595,2.616442546907099,-0.9184549876329724,RE_profile
MMACHC_S188,6.8034155125015054,6.662748560462877,6.655319364598846,6.884400195955178,6.910793778022442,6.543547245686375,6.726800818634836,6.569002734844162,2.865963955036918,3.631345876507665,4.907952750559026,5.1878156761630505,6.315134734072987,6.477040354924301,5.339258937013883,RE_profile
MMACHC_S222,5.155183542121093,4.985234598994344,5.311481766810274,6.730735698560323,6.891302875776629,6.63169999916543,4.334154847830254,4.7661739038152575,4.117168998646396,6.411286291224296,3.6726472233366083,6.21542737455961,5.137840317759364,2.724187547149346,-0.036519327868766105,RE_profile
EPB41L1_S574,6.466386267784479,6.74011052873559,6.759803863240815,2.5109665379101695,4.919545421882186,3.4735350838967896,6.779429234171246,6.8439084247987685,2.568091656841235,3.543288021126517,3.9033459413928338,2.6253966675747624,3.11052867999312,6.847043304840641,6.965016275919819,RAB11_profile
EPB41L1_S682,5.878670457465981,6.136321928601608,6.298966809898637,5.842918136324853,5.736634080037118,5.790564252835149,5.922854484606539,5.780274729786672,5.5940293789443185,5.646177995511293,5.7142039514574146,5.5567874979791405,5.429053991669783,5.408208603206905,5.513250524918556,RAB11_profile
CDK11B_S566,3.001497131782941,5.319459976664103,3.0416694856723505,5.7037200086507385,4.348503612220474,4.947548193323094,1.5048911762892088,5.193694865275329,1.814512570521157,5.656244219291487,5.30817823688238,5.789929469587371,4.51112824551473,5.104381950354212,1.8688662330591752,NA
RANBP10_S369,4.672677382198218,4.0736869045127495,4.829768329830256,5.7490350816579765,5.630275101204181,5.677314451320311,5.356253273390033,4.373306843652365,5.472727942219975,4.6582685718262065,1.7855912085853554,4.572624954621906,1.8944482480976492,3.0488812615328182,5.0583826835858154,RE_profile
MAP4K4_S888,4.126515853911949,2.9604280541978323,2.5140076235380393,6.206582733009969,5.977726707553355,5.8263428707368945,6.132265717122954,6.2156794642470325,6.254240338214094,5.549871363233036,3.3581051630069574,5.448136364691798,6.018467208692212,5.895700958501241,5.895793572964088,NA
MAP4K4_S598,5.9773529214932255,6.5297544237323795,6.373289225108525,5.751890836199724,5.208968937058095,4.417797184227647,6.531387320440007,6.532732509694739,4.431391164497148,5.890413145553314,5.536453784893343,5.894232477673679,2.1342410049302027,3.377585078686269,2.03424339725012,RAB11_profile
PKP4_S281,5.960153318488577,5.8841218012527685,6.126017137083425,1.1538404479539404,0.2510589427295802,5.183454893209595,3.4586515111746428,2.575246062784631,0.6724015609561453,4.9933090093648325,2.8215858435794496,4.699452542923252,5.9623684472512775,5.269082993994938,5.9884961908464485,NA
PKP4_S406,2.5722842002087587,3.7356527573172107,4.182382207523013,6.677029565467349,6.453340631535854,6.514668179074034,6.568333732735947,6.285419789083569,6.497617005264704,4.05487878248244,4.473671593182642,4.154426147665008,4.571526538576483,3.5634075629588753,2.754419969793503,RE_profile
PHF6_S156,3.765200543617815,3.271225805695713,3.0187134563691993,5.145591407469248,6.028661432877746,5.949867523329714,3.4686118422606658,3.9968652422873507,2.8350162678717505,6.129443096334772,3.6540338590149215,6.057461932356779,2.1881591272197407,2.5691088266253272,2.4324033796123894,NA
PPP1R18_S175,5.351241949560752,4.167606796599754,5.682426685901794,5.914700631751703,5.702979577803879,4.944661450547093,5.5120524301361735,5.492911101778025,2.872324890335024,4.0006525858590205,5.221762889952567,5.503440549974366,1.5925963213327372,1.4382112188660567,3.8796004880083155,RE_profile
PPP1R18_S145,3.647873926969236,4.325875615421337,5.017986212474741,5.98022237561716,5.540025257248988,6.000966135600304,5.896029461526098,6.326917007492258,6.256695858350535,6.250569228020213,5.545241307145015,6.161649536047057,5.8151662368119155,5.613400432828738,6.0290998769058906,NA
PPP1R18_S195,5.821206684303985,5.574247452649592,6.112167663143386,6.134090984564489,6.072527185251679,3.76550409657625,5.952281325165807,5.945471814748558,5.605561850984926,5.478381757868897,5.251620975255245,5.634618619683735,1.653190250163378,1.8284156637684368,3.8000353063893604,RE_profile
MAPT_S344,5.454425656637164,4.605820211400645,5.687608623008611,3.37268250076063,3.4055206776103013,4.220967095390626,5.316253388754285,5.5544208671462245,3.294459569112756,2.5241280654916367,3.7917598603342615,3.5948820769854937,3.537941735575128,0.889786521981327,5.1124656176079135,RAB11_profile
SCRIB_S1348,5.068733042915309,6.343047926528439,6.408668876882512,5.561639555902826,6.6184749676006085,6.297488519024594,6.266042992799125,3.6927859953894457,6.066134955515258,4.239672067345156,5.749384040036244,6.107187759651907,2.9795794227555406,1.8461468971085,2.6321288149756747,RE_profile
SCRIB_S1486,5.84972832836204,5.814191808764221,6.191649364686088,6.0371917445627,6.044158168015987,5.837297884472271,5.949225621873786,5.958206528419004,5.751025717635475,5.903050136083662,5.733322291001034,5.729873959461027,2.0143107319601525,5.571798952828738,5.607257082142896,RE_profile
SCRIB_S1437,5.088672782882745,4.270186200842474,4.374948908045239,3.422324096350642,5.047640408689716,4.082930807709654,3.0120852411050865,5.1719604443896605,4.130559423314336,6.557338132557468,5.346633403112929,6.672715987131499,6.39481706972326,6.409313790312933,4.7428081052285025,NA
SCRIB_S1508,5.815175013896979,5.7218021429572365,6.151195874884811,5.909106906145585,5.99050409967835,5.231691309659708,6.068240981105566,5.986260061345601,5.785135049936265,5.481017402049892,5.404922049330773,5.289817560357359,5.3305497232140615,2.078299915001094,5.815859476943441,RE_profile
SCRIB_S1448,6.401131906936984,6.606874263418821,6.644159226571573,6.595538811009139,6.600548799593065,6.062913639410966,6.514978874166885,6.409967477359851,6.377975904008469,6.126054217254256,6.047198424015008,6.298134185007911,5.63429580428312,2.254241294261603,5.88757669810342,RE_profile
PHACTR4_S115,4.703741369306037,2.909184829064774,5.431041951950133,5.458404392405458,3.505565570571516,5.808397104100821,-1.5070132456548864,1.1894284370336843,4.028375415888552,3.6861506343200547,4.453150301556013,5.0950326379177096,4.459700886917553,4.996992008950176,2.1734619807854543,NA
PHRF1_S867,5.2496014214737245,2.5980256614743036,5.6367544402686995,3.8268767700518556,4.098936482376617,3.8158975627457004,4.594505594308539,2.156940964054764,5.036558711446613,4.990257130274067,4.705210353446247,2.4120925659384516,3.73490890225276,-0.9156332452499214,0.6730847441767613,RAB11_profile
MATR3_S188,7.247738345410934,7.533514176524132,7.6229560099013405,7.605587557917099,7.457708978688868,7.557473534070653,7.534565739198843,7.230561456747579,6.750323718193527,6.7231899967009925,6.225071721748331,6.901522956043655,6.492285041270773,6.0937123261195385,6.487094190349494,RE_profile
MATR3_S195,6.756751785726187,5.078140740943862,6.236682555409113,5.986088478346922,5.462929649105285,7.092811257934883,5.100568944796506,4.371085780431775,2.486667636018569,1.4549772802939178,3.1762323069262086,5.177828894705881,1.9984191196217855,2.4972102424309917,3.580937585492383,RE_profile
MATR3_S604,6.0864124677690565,5.850050383840091,4.265855928748915,3.295353637150725,4.3304099246669026,1.8102445848854347,5.062906626106506,5.38337679373981,4.7083974605628045,6.565975692751101,6.370943863086397,6.379537877225127,-0.19834436871674122,1.8907223422412094,0.6591962392782662,RAB11_profile
MLF1_S9,5.514803986217295,5.456466283929721,5.714862097182628,1.5562549404441466,2.7486467708978215,1.5630644893625374,5.618774805455844,5.304951383166009,4.073359984946804,2.9398522623186287,1.6258577080026773,5.023165591653068,1.7358028319168932,0.45010857124404957,2.1329914572974396,RAB11_profile
FOXP2_S75,4.228001864321324,6.3334022402910986,6.2653266415052835,6.3120330999461025,5.083374579361252,6.140438044391391,4.9195939880907655,6.016008497882175,6.5923402486752245,6.194369873616368,6.0391298644577445,6.370094350553988,2.892828791341932,4.054067146605037,3.2307911189206164,RE_profile
GATAD2B_S129,5.8205318183702595,5.732238932663904,5.795822554641002,6.443827334708574,6.314519746607583,6.040078922359485,3.6165479899058255,4.650144089894226,3.2403453115546217,6.193439016712596,5.211509200400835,6.012568441347934,1.8865079446627182,2.9492288483331146,4.055122269093066,RE_profile
RAB11FIP5_S395,6.052305137414311,4.939017952355024,6.201143501473678,5.988556374798737,6.20950537539097,6.077166647432347,2.4566574770256326,5.964552028498264,6.169913165157763,2.074951036242099,2.8592503452612092,3.028668830302663,-1.6226835038940894,-0.3410379392880598,3.6042772653306776,NA
BEGAIN_S276,6.514784284545655,6.662035121815187,6.868845766308611,7.030434065688958,6.659465728455718,6.753651980383765,7.287366368933266,6.862917775302197,6.754291419017192,4.909659863989093,4.500537687717238,5.121223519491614,6.640991254653679,6.644950350854099,6.587749804696183,RE_profile
PXN_S256,6.171123701747353,6.055776989482436,6.380986359263483,5.064785569845246,4.759776129175765,4.94712551196173,6.085098753470587,6.503605025861178,6.258861280925225,6.264121880438593,4.6808729873675174,6.371686112472422,4.484432003050149,3.351557411064285,4.65203481736697,RAB11_profile
PXN_S104,5.575635236205893,5.841058287164807,5.899564776989661,4.3864484346527615,4.256154963987757,4.23292945789555,5.808192167099074,6.046863086854594,5.7016827070113525,3.424979316467839,1.6559661214079493,4.413639514953226,5.214956432574743,2.7690353132495495,0.7281826564265508,RAB11_profile
TJP2_S987,4.866396420995013,5.419580676108987,5.283700226611841,2.852354963689006,4.326463856421986,2.058841644375417,5.107900340403502,3.989040418644203,5.295992381060659,5.024272260063218,2.230382049793284,3.640781582351286,1.3921679162889844,2.3952130658672237,5.070222309710606,RAB11_profile
TJP2_S1068,3.0225554893465607,4.302897526945906,5.021817896441734,6.02834071491201,6.09552726893278,4.4390354637723535,6.323144985729078,6.226547424187157,2.825894109546511,5.0879262420875495,1.900790294247007,3.0273391738227327,2.89090279628782,2.8440868033319306,5.187775253454883,RE_profile
TJP2_S175,3.292752830856146,4.486590711192691,1.9712265380524965,2.208125851270078,3.014195292367247,3.3850182009721212,6.172625388029041,6.8175069176783785,6.226615199045557,5.091036105031664,5.690567994417351,5.96710160961835,6.5347291613695555,6.1881785952979165,6.209226347325993,NA
KIF13A_S1569,5.954728381070291,4.93891522344203,6.078456935658377,1.6933279827338255,3.830741583515989,4.426426298812927,6.101482788042158,6.244487806278057,1.1275705903361573,2.3860993661656216,4.658343633085841,3.590716014572645,1.7033530573736404,3.302543002553243,0.46115949332958994,RAB11_profile
RALGAPA1_S797,6.9838181753199,6.880148473775917,6.940063002878947,7.082047465159427,7.100813058369137,6.982203747714068,7.214536946174634,6.960055142318791,7.0211061102374615,3.9477067815443947,3.4163798405941774,3.9568836231477658,7.181657104956964,7.1902294755024245,7.194324270668577,RE_profile
MAP2K2_S226,6.539345519581229,4.148340689621808,6.338132526569457,3.8481221823876197,2.82530424075985,3.3938438539931863,6.349154132161344,6.296491834975266,4.1643843926522734,3.5299875986562155,2.7612628562994197,3.9300760389058045,2.153600418090364,5.348695160824632,1.6171969568237343,RAB11_profile
_S27,4.514762855760809,3.730145976339068,3.8734513619573674,6.491824382889397,6.55745341947187,6.507440264923912,6.42005590123296,6.31969208260811,2.8986857019805123,6.23183427132334,6.055039236425549,6.20564958408893,3.5203554054073853,4.915772119181713,4.555802009746186,NA
SLC7A2_S671,5.245316838037131,4.054840975059115,5.603474709600686,5.633568672674459,4.778446248850733,5.804547011397501,2.8633467822967225,2.2064353405164283,1.886093751936727,5.370204901031479,3.6377101241893444,4.180907451420872,4.679118920454319,0.24872389015463892,4.319698930930721,NA
SLC7A2_S672,3.7875847818716255,4.115515851403014,4.86013029147487,6.316688203795133,6.040632844152536,6.172870964808922,5.981263798787319,5.826396752138171,5.879324705114084,4.818170777550444,1.6120002044326802,4.157512026979598,4.106096686014603,4.317047043006304,1.435664574393381,RE_profile
BIVM-ERCC5_S607,3.7039006045605483,5.300691755722288,4.572248559918238,5.80266046428282,5.803885878493004,4.328947441108419,5.410763600929473,5.691832126577495,4.84276035339275,5.597684341881853,5.413538367186239,5.643147380917942,1.8402651990311751,0.6427425124849204,0.28278459608481565,RE_profile
NFIC_S355,5.653562464679972,5.922106378359935,3.9461987484917556,5.295205696379668,5.152253124289743,4.292026200462779,5.524173315062583,5.853820495103263,5.640477561731111,4.634393110310942,4.496688004859054,3.6201881778136014,-2.5106138126850155,5.112452060940456,0.3832808148744169,RAB11_profile
NFIC_S361,5.192450719167843,5.490194991600837,5.613083256335795,4.778983125721173,4.019385364280931,4.382357111702923,4.2321215792307205,5.059483052456591,3.2636646665133893,4.010036873238732,3.237725717762412,3.492988602613926,4.814964270544111,3.9615843450099626,3.545417597431125,RAB11_profile
